filename,label,hue_entropy,gray_entropy,average_symmetry,result
b1.jpg,benign,2.17705571302543,5.430214955877234,0.696793565821442,Malignant
b10.jpg,benign,2.1013375912201915,4.751880782617936,0.6077860603401604,Malignant
b11.jpg,benign,2.556550501322361,5.348347270586153,0.662403795336381,Malignant
b12.jpg,benign,2.344648572745984,5.058352708453997,0.6527801175274828,Malignant
b13.jpg,benign,2.708450558589865,5.731063715485754,0.6083463049072135,Malignant
b14.jpg,benign,2.67138911177106,4.759413737914525,0.6063403582942266,Malignant
b15.jpg,benign,3.2580526212625784,5.823444184912314,0.651510599741618,Malignant
b16.jpg,benign,2.536612900406341,5.484273168937951,0.6727715096660667,Malignant
b17.jpg,benign,2.4752666883018333,5.070717223069264,0.6899932234748047,Malignant
b18.jpg,benign,3.744817683478253,5.278433300971859,0.6505028513177282,Malignant
b19.jpg,benign,2.5918360010958117,5.599941507321275,0.7184834175931104,Benign
b2.jpg,benign,2.5364287727225583,5.469467536890992,0.6562653823060973,Malignant
b20.jpg,benign,2.588166609160338,5.011303751099874,0.5613660417280746,Malignant
b21.jpg,benign,3.611917795305019,5.770450845137102,0.582256724811657,Malignant
b22.jpg,benign,2.1567468555963534,5.256481943595407,0.6626088949653349,Malignant
b23.jpg,benign,3.561935577112665,5.794955932205957,0.7512758284584982,Benign
b24.jpg,benign,1.692464119750702,4.8658298889119544,0.4759836744128195,Malignant
b25.jpg,benign,2.5122560513343246,5.146882944609349,0.653379028200786,Malignant
b26.jpg,benign,2.0355061123803364,5.461323035024707,0.6212583484515263,Malignant
b27.jpg,benign,2.3862307048987255,5.1354584071373095,0.5514696958160433,Malignant
b28.jpg,benign,2.1155361001882778,5.0010609259861205,0.722891676872235,Benign
b29.jpg,benign,2.645298612911634,4.9917607955015155,0.581225409109875,Malignant
b3.jpg,benign,2.5505532343487296,4.8214487472912895,0.5712837156023018,Malignant
b30.jpg,benign,2.483782210078666,5.363725382494088,0.6565396869741819,Malignant
b31.jpg,benign,2.157644331016935,5.235840578326027,0.6239549951089307,Malignant
b32.jpg,benign,0.7461979575492581,1.1770579015613452,0.7712538686494346,Benign
b33.jpg,benign,4.115767546792565,5.621448120088072,0.7075212602320702,Benign
b34.jpg,benign,2.5629671680218813,5.305990868087256,0.6097419216430842,Malignant
b35.jpg,benign,2.235351981996921,4.869609179193689,0.6051172131985381,Malignant
b36.jpg,benign,2.1812392797976843,4.283040486104066,0.45952723229576037,Malignant
b37.jpg,benign,2.148772256473554,5.322908173074153,0.6494339080552091,Malignant
b38.jpg,benign,2.054732865554631,4.057859800157705,0.4913996314661799,Malignant
b39.jpg,benign,2.3987773765571516,4.70177719061519,0.5365866209351289,Malignant
b4.jpg,benign,3.0385445438949175,5.323623857688409,0.6162235396065798,Malignant
b40.jpg,benign,1.6121396175308427,3.3392145395671693,0.33979807835536413,Malignant
b41.jpg,benign,2.4749677039013696,4.197490732359152,0.41053176485005655,Malignant
b42.jpg,benign,2.4927094972094195,5.595918930360509,0.719446024341202,Benign
b43.jpg,benign,2.4334754391558304,5.100824729575106,0.7377969378457381,Benign
b44.jpg,benign,1.3626214385169875,2.0006168956300714,0.5514623943288774,Malignant
b45.jpg,benign,2.486028951904518,5.40253024816734,0.617213996146345,Malignant
b5.jpg,benign,2.511819764933827,5.549375245571385,0.5772442237688442,Malignant
b6.jpg,benign,2.542914605829169,5.6912606218988335,0.5462212766193498,Malignant
b7.jpg,benign,2.5204004679975203,5.0685168787652986,0.6478353435624238,Malignant
b8.jpg,benign,2.8759489499898514,5.737546398003731,0.6034505315557022,Malignant
b9.jpg,benign,2.545876084693959,5.640484100449254,0.5995395799851522,Malignant
m1.jpg,malignant,3.7645357227081306,5.400377541120043,0.6651337397970196,Malignant
m10.jpg,malignant,2.609324477396649,4.639476838298736,0.4901904052421654,Malignant
m11.jpg,malignant,2.4322280007778043,3.9848301285670344,0.361408274032047,Malignant
m12.jpg,malignant,2.975353806530461,4.92980575177132,0.6385773113821449,Malignant
m13.jpg,malignant,3.381319040585533,4.681982936406325,0.46843287432291497,Malignant
m14.jpg,malignant,3.3134848856315093,5.641147918613634,0.5533262540242936,Malignant
m15.jpg,malignant,3.1505127613954933,5.258805344746413,0.43272859274388664,Malignant
m16.jpg,malignant,3.273462604001111,5.393323974242372,0.5200056584637853,Malignant
m17.jpg,malignant,4.027515614075768,4.642538187756655,0.285341160898292,Malignant
m18.jpg,malignant,2.8967253724380546,4.932394947010612,0.6503342511401857,Malignant
m19.jpg,malignant,3.071822755646272,5.0845744366262675,0.576718774375182,Malignant
m2.jpg,malignant,2.8602166030989546,5.045114179052861,0.5178796910195949,Malignant
m20.jpg,malignant,2.7696602280631564,4.728501686506966,0.3994852732868471,Malignant
m21.jpg,malignant,2.5213950310394395,4.1887135314932555,0.3744277565144805,Malignant
m22.jpg,malignant,3.3555382926781063,5.481466643969997,0.5637607009941434,Malignant
m23.jpg,malignant,3.5360185529971266,5.4536048947492555,0.5843001675975092,Malignant
m24.jpg,malignant,4.626818361234837,4.8854081397737925,0.6449603576970977,Malignant
m25.jpg,malignant,3.470912023476129,5.063335336772734,0.5370391254164091,Malignant
m26.jpg,malignant,3.0644846074632826,5.2944696076924975,0.7157666969718686,Benign
m27.jpg,malignant,3.216351438737177,5.728846636186686,0.49491562614609774,Malignant
m28.jpg,malignant,2.3127392113699177,4.043166591669289,0.38614123386916727,Malignant
m29.jpg,malignant,2.647278229972861,4.154590505747337,0.38263097507091337,Malignant
m3.jpg,malignant,3.0271852372591748,5.211116746343132,0.5325904564077711,Malignant
m30.jpg,malignant,4.8296176357258025,5.871549695518039,0.7328929494562479,Benign
m31.jpg,malignant,2.7560812503478567,5.259987318170589,0.629124065106285,Malignant
m32.jpg,malignant,2.804552840995174,4.997911450979266,0.4777643914794694,Malignant
m33.jpg,malignant,4.25589092845592,5.667870647149304,0.5904258057292292,Malignant
m34.jpg,malignant,3.3778958260345235,5.535550923913411,0.6313944243975338,Malignant
m35.jpg,malignant,3.40244743559457,5.684983776071072,0.446699907264995,Malignant
m36.jpg,malignant,3.3004516329389006,5.766305103154252,0.6269384965369302,Malignant
m37.jpg,malignant,3.695843834629394,5.71811217655773,0.7487085108550617,Benign
m38.jpg,malignant,4.358079304875821,5.583527441909803,0.49795716973653903,Malignant
m39.jpg,malignant,3.9485426685769593,5.364363551554561,0.5789434624337602,Malignant
m4.jpg,malignant,2.8852119240326277,4.889187116581176,0.4317196830247946,Malignant
m40.jpg,malignant,4.701643414243275,5.551472999528699,0.6047444941388473,Malignant
m41.jpg,malignant,2.814789187435673,4.743631829487127,0.5698949824112127,Malignant
m42.jpg,malignant,2.704851035448871,5.917102116706831,0.6783611158192483,Malignant
m43.jpg,malignant,2.115285507016415,4.336777138531423,0.3339383533047392,Malignant
m44.jpg,malignant,3.1265023367826568,5.5040086168075115,0.49838269669702234,Malignant
m45.jpg,malignant,3.278048954643767,4.84354591985507,0.6523881818077089,Malignant
m5.jpg,malignant,3.5492396641803707,4.855976291594679,0.5490979941153034,Malignant
m6.jpg,malignant,2.6736248805252947,4.920952788355729,0.671457301715124,Malignant
m7.jpg,malignant,2.8997884210159794,4.217304863690523,0.4251467518065065,Malignant
m8.jpg,malignant,3.419725577333523,5.402098628921021,0.6099314066171548,Malignant
m9.jpg,malignant,2.9585016253804306,4.741480487272807,0.5089505514962207,Malignant
